Timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
2440901646471004,0.017200397,0.06572737,0.021139132,0.016084805,0.010722671,-0.0141581595,-0.9997128
2440901680057004,0.016945621,0.06602546,0.02133909,0.01611086,0.010907488,-0.0144144,-0.99970675
2440901713643004,0.016503561,0.06636893,0.021676898,0.015233495,0.011021229,-0.015039057,-0.9997101
2440901747225761,0.016798867,0.0665484,0.022343032,0.015814895,0.00975756,-0.014186323,-0.9997267
2440901780811761,0.01667458,0.06665238,0.022518914,0.016718224,0.00894906,-0.013607949,-0.9997275
2440901814397761,0.016112655,0.06669704,0.022693615,0.016852947,0.00913324,-0.014355868,-0.99971306
2440901847987766,0.016266666,0.06515617,0.02451724,0.017035559,0.009506945,-0.014543176,-0.9997039
2440901881573766,0.016248446,0.06531542,0.02469467,0.017340073,0.008979619,-0.013908386,-0.99971247
2440901915159766,0.016301487,0.065691575,0.024794167,0.017628862,0.008731458,-0.013287008,-0.9997181
2440901948746237,0.016526071,0.065255836,0.024399467,0.01772334,0.008742331,-0.0130183995,-0.99971986
2440901982333237,0.01646111,0.065370716,0.0246614,0.017539721,0.008379217,-0.013432533,-0.9997208
2440902015919237,0.016443584,0.06550986,0.024653975,0.017765725,0.008741528,-0.014107078,-0.99970436
2440902049514166,0.017250184,0.064711496,0.024996014,0.01726963,0.010232419,-0.014830619,-0.9996885
2440902083100166,0.017767366,0.06470583,0.02472182,0.017112607,0.011031162,-0.015020907,-0.99967986
2440902116686166,0.018565264,0.064844795,0.024097051,0.017908387,0.011653908,-0.014311969,-0.99966925
2440902150262529,0.019886324,0.06391156,0.023275483,0.018000364,0.01185558,-0.014059454,-0.99966884
2440902183848529,0.020785399,0.0642741,0.023062862,0.017348515,0.011845406,-0.014228851,-0.99967813
2440902217450475,0.022302942,0.06356812,0.021845164,0.01659889,0.011310903,-0.013734549,-0.9997039
2440902251036475,0.023795094,0.06374281,0.021297984,0.016018203,0.0105752675,-0.012998015,-0.9997313
2440902284622475,0.02516637,0.06371123,0.020312283,0.015566183,0.00975479,-0.012692839,-0.99975073
2440902318208475,0.02636017,0.06349275,0.01881283,0.01549723,0.008432718,-0.012612253,-0.9997648
2440902351768363,0.028367568,0.06234694,0.017856121,0.015491005,0.006844919,-0.013180882,-0.99976957
2440902385355363,0.029866327,0.061528172,0.015376997,0.016139023,0.005155403,-0.013283312,-0.9997682
