Timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
1897799511762348,-0.08158523,-0.019613389,-0.029862318,0.045775775,-0.045426946,0.0053334534,-0.99790406
1897799545348348,-0.08061957,-0.019434363,-0.029383179,0.045440212,-0.045447685,0.004929006,-0.99792045
1897799578934348,-0.07952213,-0.019287186,-0.028880153,0.0442535,-0.045437858,0.004369408,-0.9979769
1897799612521348,-0.07810689,-0.019160224,-0.028766166,0.044704154,-0.045924142,0.00546664,-0.99792916
1897799646116127,-0.07737815,-0.017811608,-0.030156389,0.045457806,-0.04613175,0.00621897,-0.997881
1897799679702127,-0.07658706,-0.017615318,-0.029818766,0.044895016,-0.045807727,0.0056669116,-0.99792486
1897799713288127,-0.07577425,-0.017342508,-0.029378826,0.04408892,-0.045984913,0.0054341555,-0.9979539
1897799746867562,-0.07664226,-0.01763799,-0.029891098,0.043914486,-0.04648019,0.005610317,-0.9979377
1897799780454562,-0.07595848,-0.01738681,-0.029716583,0.043633644,-0.04624481,0.0053260624,-0.9979625
1897799814039562,-0.07519247,-0.017147254,-0.02948059,0.04310564,-0.04644932,0.0052835047,-0.9979762
1897799847625531,-0.07586026,-0.01678856,-0.029704276,0.042599425,-0.04687617,0.005534917,-0.99797654
1897799881211531,-0.075255275,-0.016616216,-0.029426746,0.04223625,-0.04706352,0.0052758157,-0.9979845
1897799914797531,-0.07482143,-0.016677553,-0.029207274,0.041871488,-0.04685653,0.004630685,-0.9980129
1897799948380933,-0.07574689,-0.016044112,-0.030777015,0.04147832,-0.04587493,0.0039425194,-0.99807787
1897799981967933,-0.0754997,-0.016209744,-0.030836686,0.041493032,-0.045220565,0.0035006702,-0.99810874
1897800015553933,-0.07513161,-0.016375367,-0.031080076,0.042112753,-0.044711538,0.0036887527,-0.9981051
1897800049119070,-0.076935746,-0.015440418,-0.03321672,0.042501513,-0.04436868,0.0040973127,-0.9981023
1897800082705070,-0.07650191,-0.015119594,-0.033125203,0.041949168,-0.045062482,0.0047412813,-0.9980917
1897800116291070,-0.076108634,-0.01485148,-0.03310352,0.041301265,-0.045517683,0.0049031973,-0.9980973
1897800149879110,-0.07602609,-0.015287269,-0.032926444,0.041087072,-0.04496334,0.004644245,-0.99813247
1897800183465110,-0.07577097,-0.015322013,-0.033542465,0.041508447,-0.044269342,0.004898131,-0.9981449
1897800217052110,-0.075502776,-0.015351037,-0.034213696,0.041809283,-0.043773733,0.0055179,-0.998151
1897800250624185,-0.07735664,-0.01532185,-0.033843946,0.04209077,-0.042939704,0.0057577193,-0.9981741
