Timestamp,Tx,Ty,Tz,Qw,Qx,Qy,Qz
5618269805555004,0.022110343,-0.001914751,-0.0084371865,0.0061362404,-3.8052886E-4,-0.019025862,-0.99980015
5618269839145156,0.022104122,-0.0020709052,-0.008179009,0.0060838656,-4.021593E-4,-0.019116133,-0.99979866
5618269872730156,0.022156421,-0.0020898064,-0.008233848,0.006100288,-3.9121695E-4,-0.019095242,-0.99979895
5618269906317156,0.022209832,-0.0021130862,-0.008303285,0.006098151,-3.8961065E-4,-0.019119918,-0.9997985
5618269939904631,0.022061683,-0.002027396,-0.008222789,0.006127417,-3.2043364E-4,-0.019197553,-0.99979687
5618269973490631,0.022111082,-0.0020292797,-0.008281665,0.006109384,-3.543531E-4,-0.01918003,-0.9997972
5618270007076631,0.022164615,-0.0020368334,-0.0083449865,0.006072944,-3.6690827E-4,-0.019189864,-0.99979734
5618270040670572,0.02202074,-0.0020030933,-0.008327985,0.0060685277,-3.0365982E-4,-0.019209117,-0.999797
5618270074257572,0.02206335,-0.0020076653,-0.008373639,0.0060805753,-2.830627E-4,-0.019242525,-0.9997963
5618270107843572,0.022112982,-0.0020227837,-0.008438517,0.006077181,-2.9433193E-4,-0.019256711,-0.99979603
5618270141432052,0.021921499,-0.0020004024,-0.008364507,0.0060630864,-2.515288E-4,-0.019260645,-0.99979603
5618270175018052,0.021952579,-0.0020149797,-0.008416299,0.006086994,-2.5069155E-4,-0.019289166,-0.9997953
5618270208604052,0.021977855,-0.0020365342,-0.008480317,0.00608544,-2.5899475E-4,-0.01930818,-0.99979496
5618270242193484,0.021822516,-0.0020107462,-0.008442385,0.006085966,-2.316602E-4,-0.019315213,-0.99979484
5618270275779484,0.02182909,-0.0020188508,-0.008506499,0.006111164,-2.2334512E-4,-0.019319922,-0.9997946
5618270309366484,0.021835577,-0.0020355822,-0.008587022,0.006116411,-2.259966E-4,-0.0193218,-0.9997946
5618270342953293,0.02174574,-0.0019911414,-0.008493409,0.00611344,-1.8813391E-4,-0.019324481,-0.9997944
5618270376539293,0.021745453,-0.0019859478,-0.0085487105,0.006118971,-1.8521002E-4,-0.01929751,-0.9997951
5618270410125293,0.021748431,-0.0019904324,-0.008612311,0.0061025973,-1.9512582E-4,-0.019253463,-0.9997959
5618270443718679,0.021716082,-0.001912425,-0.008575302,0.0061022844,-1.5665754E-4,-0.019248039,-0.99979615
5618270477304679,0.021724798,-0.0019080106,-0.008617961,0.0061045717,-1.518086E-4,-0.019249827,-0.99979603
5618270510889679,0.021732418,-0.0019080867,-0.0086684115,0.0060614487,-1.3491232E-4,-0.019221127,-0.9997968
5618270544476649,0.021654306,-0.0020277086,-0.008321194,0.0060332497,-8.796342E-5,-0.01926747,-0.99979615
5618270578062649,0.02165296,-0.0020402477,-0.008335643,0.0060473126,-9.560492E-5,-0.019284219,-0.9997957
5618270611648649,0.021655537,-0.002064557,-0.0083593605,0.0060588694,-9.092735E-5,-0.019285291,-0.9997957
5618270645235287,0.021541124,-0.0020658064,-0.0081631,0.0060448926,-4.8640417E-5,-0.019291729,-0.99979556
5618270678822287,0.021539493,-0.0020814382,-0.008164696,0.0060433084,-4.4165412E-5,-0.019290298,-0.99979556
5618270712408287,0.021536743,-0.00210213,-0.008173244,0.0060497085,-5.2406685E-5,-0.019275844,-0.99979585
5618270745994441,0.021498678,-0.0019424725,-0.008340734,0.0060771788,-4.7140522E-5,-0.01919964,-0.9997972
5618270779580441,0.021495918,-0.0019453147,-0.008366957,0.006055507,-4.870142E-5,-0.019133091,-0.99979854
5618270813166441,0.021495486,-0.0019568265,-0.008392284,0.0060730027,-4.7714217E-5,-0.01909116,-0.99979925
5618270846751342,0.021532312,-0.0018679744,-0.008433164,0.006082394,-5.1643932E-5,-0.019092172,-0.99979913
5618270880337342,0.02154852,-0.00186718,-0.008464125,0.0060642012,-7.0864335E-5,-0.019065231,-0.99979985
5618270913924342,0.021571236,-0.001870695,-0.008498731,0.006058784,-1.0542292E-4,-0.019074082,-0.9997996
5618270947504345,0.021742862,-0.0020801069,-0.008178656,0.005966466,-1.4089234E-4,-0.019084066,-0.99979997
5618270981090345,0.02178966,-0.00209746,-0.0081807785,0.0059816223,-1.2801494E-4,-0.019079626,-0.9998
5618271014676345,0.021846328,-0.0021240688,-0.008186647,0.0059806174,-1.17844436E-4,-0.019014865,-0.9998014
5618271048261057,0.02184998,-0.00221231,-0.0079603065,0.005930173,-1.4797319E-4,-0.019011706,-0.9998015
5618271081848057,0.0219101,-0.0022338503,-0.007940313,0.005903844,-1.5946967E-4,-0.018972516,-0.9998025
5618271115433057,0.021979121,-0.0022621918,-0.00792432,0.005878623,-1.6749091E-4,-0.018995494,-0.99980223
5618271149026799,0.02189749,-0.0025149821,-0.0075706164,0.0058099087,-1.6870443E-4,-0.019139469,-0.9997999
5618271182612799,0.021960605,-0.0025467002,-0.0075177033,0.0057851197,-1.744579E-4,-0.019141346,-0.9998001
5618271216198799,0.022027887,-0.0025822204,-0.0074632606,0.0057599302,-1.8826197E-4,-0.019134134,-0.9998003
5618271249808960,0.022045765,-0.0025960265,-0.0073209656,0.005756796,-2.2840314E-4,-0.01909247,-0.99980116
5618271283394960,0.022109564,-0.0026241106,-0.0072603226,0.0057502175,-2.480324E-4,-0.019114077,-0.99980074
5618271316981960,0.02217493,-0.002662174,-0.007199493,0.0057436777,-2.4036737E-4,-0.019117951,-0.9998007
5618271350567960,0.022240605,-0.0027056984,-0.0071378346,0.005747362,-2.322176E-4,-0.01911825,-0.9998006
5618271384154762,0.02206094,-0.0026661549,-0.007202009,0.005751818,-2.6345532E-4,-0.019150257,-0.9998001
5618271417740762,0.022095293,-0.0027011537,-0.0071498253,0.005768879,-2.483991E-4,-0.0191454,-0.99979997
5618271451332279,0.021933103,-0.002713411,-0.007200977,0.0057322206,-2.7068006E-4,-0.019184768,-0.99979943
5618271484918279,0.021943599,-0.0027320678,-0.007162639,0.0057549225,-2.846364E-4,-0.019177794,-0.9997995
5618271518504279,0.021955183,-0.0027584403,-0.007131556,0.0057638707,-2.5012833E-4,-0.019150406,-0.99979997
5618271552096154,0.021930156,-0.002722084,-0.0073451903,0.005747726,-2.63107E-4,-0.019161284,-0.9997999
5618271585682154,0.021938486,-0.0027277775,-0.0073432354,0.0057412274,-2.7076178E-4,-0.019176185,-0.99979955
5618271619268154,0.021947969,-0.0027391412,-0.007357495,0.005735742,-2.7861283E-4,-0.019228846,-0.99979866
5618271652850266,0.021937426,-0.0028555496,-0.0074078785,0.0056584766,-3.1597074E-4,-0.019237816,-0.99979883
5618271686437266,0.021949966,-0.002857919,-0.007422152,0.0056680595,-3.293897E-4,-0.019277036,-0.999798
5618271720023266,0.021964835,-0.0028673443,-0.007443997,0.005667299,-3.2240013E-4,-0.019246876,-0.9997986
5618271753605988,0.021913743,-0.0028604702,-0.0074939933,0.0056280023,-3.1695934E-4,-0.019222707,-0.99979925
5618271787192988,0.021903317,-0.0028542008,-0.0075177476,0.005648895,-3.015839E-4,-0.019234091,-0.999799
5618271820778988,0.021884872,-0.002847387,-0.007553691,0.005661022,-2.772417E-4,-0.01923585,-0.9997989
5618271854363593,0.021847121,-0.0027476982,-0.007575509,0.0056633796,-2.8453628E-4,-0.019281447,-0.999798
5618271887949593,0.021827271,-0.0027189706,-0.0076109143,0.0056743864,-2.9162783E-4,-0.019356757,-0.9997965
5618271921536593,0.021807613,-0.00270046,-0.007660515,0.00568642,-2.7850573E-4,-0.019342601,-0.9997967
5618271955126250,0.021865392,-0.0027531297,-0.007543817,0.0056601176,-2.9605534E-4,-0.019355655,-0.9997965
5618271988712250,0.021846559,-0.0027404712,-0.007568091,0.005637916,-2.8411602E-4,-0.019296527,-0.9997977
5618272022298250,0.021824578,-0.002731534,-0.0076068845,0.005630918,-2.8280332E-4,-0.019288152,-0.99979794
5618272055884776,0.02191302,-0.0027618166,-0.007605535,0.0056128865,-2.9449142E-4,-0.019232363,-0.99979913
5618272089470776,0.021889627,-0.0027660145,-0.0076227346,0.0056047607,-2.663168E-4,-0.019249886,-0.9997989
5618272123056776,0.021863792,-0.0027748598,-0.0076459413,0.0056200176,-2.5978778E-4,-0.01924172,-0.999799
5618272156644323,0.02185309,-0.0027524175,-0.007769806,0.0056370907,-2.5658472E-4,-0.019239843,-0.99979883
5618272190230323,0.02181512,-0.002757703,-0.007789849,0.005621196,-2.7588545E-4,-0.019323587,-0.99979734
5618272223816323,0.021777749,-0.0027754395,-0.007823336,0.0056073386,-2.8668274E-4,-0.019302458,-0.9997978
5618272257394269,0.021835001,-0.002827345,-0.0077552414,0.005590049,-2.6405975E-4,-0.019309223,-0.9997979
5618272290980269,0.021813208,-0.0028591594,-0.0077727246,0.0055892225,-2.6312913E-4,-0.019259006,-0.9997989
5618272324567269,0.021795122,-0.0028938195,-0.007799104,0.0055771787,-2.6525278E-4,-0.019229442,-0.9997995
5618272358151369,0.0217883,-0.0028238723,-0.007809217,0.0056155003,-2.2387318E-4,-0.019281477,-0.9997983
5618272391737369,0.021783637,-0.0028520133,-0.0078254035,0.005624797,-2.3829727E-4,-0.019268364,-0.9997984
5618272425323369,0.021782393,-0.0028907927,-0.007843539,0.0056307986,-2.4656602E-4,-0.019266605,-0.9997984
5618272458913304,0.021816488,-0.0027241702,-0.007864369,0.005617521,-2.4570618E-4,-0.019286513,-0.9997982
5618272492499304,0.021824995,-0.0027514875,-0.007877205,0.005600242,-2.5032018E-4,-0.019286186,-0.9997983
5618272526085304,0.021833638,-0.0027874196,-0.007899104,0.005595754,-2.7570804E-4,-0.019273818,-0.9997985
5618272559663372,0.021881647,-0.0028662807,-0.007836603,0.0056290748,-2.798892E-4,-0.01935327,-0.99979675
5618272593249372,0.021901667,-0.0029045292,-0.007845347,0.0056368653,-2.7048774E-4,-0.01936093,-0.9997966
5618272626835372,0.021919537,-0.0029547478,-0.007856868,0.005647729,-2.768247E-4,-0.019389033,-0.9997959
5618272660415964,0.0218878,-0.0028870096,-0.007832272,0.005667197,-2.8163288E-4,-0.019463569,-0.9997945
5618272694001964,0.02188822,-0.0029229617,-0.0078362,0.0056971572,-2.7914252E-4,-0.019485593,-0.99979377
5618272727587964,0.021886708,-0.002967304,-0.007847327,0.0056806393,-2.8083962E-4,-0.019460946,-0.9997945
5618272761173964,0.021884438,-0.003019048,-0.007867117,0.0056896238,-2.6810146E-4,-0.019459248,-0.99979436
5618272794761498,0.021792818,-0.002940211,-0.0077800993,0.0056489855,-2.9773964E-4,-0.019492805,-0.99979395
5618272828347498,0.02177611,-0.0029517645,-0.0078012063,0.005651166,-2.8008316E-4,-0.019495875,-0.9997939
5618272861943766,0.021817796,-0.0028010746,-0.007798314,0.005651515,-2.5719567E-4,-0.01946956,-0.9997944
5618272895529766,0.021792449,-0.002796317,-0.0078133065,0.0056765536,-2.736654E-4,-0.01949048,-0.9997939
5618272929116766,0.021759247,-0.0027932061,-0.007833713,0.0056890585,-3.0310894E-4,-0.019515276,-0.9997933
5618272962695702,0.021975346,-0.002852411,-0.007645675,0.005619853,-3.800972E-4,-0.019533038,-0.9997933
5618272996280702,0.021960296,-0.0028377576,-0.007639505,0.005640599,-3.955278E-4,-0.019515932,-0.99979347
5618273029867702,0.021942647,-0.0028307252,-0.007630877,0.005604237,-4.0569436E-4,-0.019498706,-0.999794
5618273063451313,0.022094792,-0.0029061432,-0.0075503476,0.0055651236,-4.285404E-4,-0.019476652,-0.9997947
5618273097037313,0.02210205,-0.0029025227,-0.007530581,0.005579341,-4.3614E-4,-0.019486487,-0.9997944
5618273130623313,0.02210563,-0.0029066983,-0.007515269,0.0055862516,-4.2427494E-4,-0.019509763,-0.9997939
5618273164210313,0.02210691,-0.0029178152,-0.0075031817,0.005565865,-4.4038752E-4,-0.019500226,-0.99979424
5618273197802743,0.022138342,-0.0029013222,-0.0076137963,0.005539203,-4.2846543E-4,-0.019467413,-0.999795
5618273231388743,0.022140494,-0.0029136227,-0.0076082796,0.0055425474,-4.1283108E-4,-0.01939544,-0.9997964
5618273264973545,0.022179024,-0.0029063784,-0.0077831345,0.005522315,-3.9278856E-4,-0.019320726,-0.99979794
5618273298559545,0.022197723,-0.0029176418,-0.007784082,0.0055251205,-3.9351312E-4,-0.019354284,-0.9997973
5618273332145545,0.022219883,-0.0029338987,-0.0077928784,0.005519803,-4.0614046E-4,-0.019391656,-0.9997966
5618273365731088,0.02216687,-0.002761337,-0.008091506,0.0055076573,-3.7147081E-4,-0.019279927,-0.9997988
5618273399318088,0.022182276,-0.0027616764,-0.008119246,0.005485031,-3.6992715E-4,-0.019248277,-0.9997996
5618273432904088,0.022197682,-0.0027698292,-0.008153517,0.005462666,-3.840439E-4,-0.019249827,-0.9997997
5618273466485946,0.022183523,-0.0027248089,-0.008334993,0.0055118874,-3.5193725E-4,-0.01917386,-0.9998009
5618273500071946,0.022209408,-0.0027363063,-0.00836733,0.005496441,-3.5325438E-4,-0.019187957,-0.9998007
5618273533657946,0.022247026,-0.0027554985,-0.008404527,0.005488926,-3.6532758E-4,-0.019213349,-0.9998003
5618273567244946,0.022293635,-0.0027799301,-0.008445539,0.0054435385,-3.8666697E-4,-0.019247115,-0.9997999
5618273600838562,0.022295875,-0.0028781756,-0.008279422,0.0054628667,-4.2907754E-4,-0.019218773,-0.9998002
5618273634424562,0.02234145,-0.0029343865,-0.008284287,0.0054519037,-4.3716584E-4,-0.019188792,-0.9998009
5618273668008812,0.02238961,-0.0028869838,-0.008268437,0.00550788,-4.7537102E-4,-0.019164234,-0.99980104
5618273701594812,0.022437826,-0.0029451195,-0.008255768,0.0054863873,-4.9568294E-4,-0.019128144,-0.9998018
5618273735180812,0.022494638,-0.0030154558,-0.008250756,0.0054800455,-5.112905E-4,-0.019069284,-0.99980295
5618273768753594,0.022484038,-0.002871634,-0.008197311,0.005528453,-4.9123587E-4,-0.019063115,-0.9998028
5618273802340594,0.022556262,-0.0029217498,-0.008177409,0.005527433,-4.835867E-4,-0.01905933,-0.99980295
5618273835926594,0.022636905,-0.0029789452,-0.008160331,0.0055339616,-4.8316782E-4,-0.019056052,-0.99980295
5618273869499837,0.022483831,-0.0028301743,-0.008093549,0.0055692624,-4.7715497E-4,-0.019065201,-0.99980265
5618273903085837,0.022546304,-0.0028608674,-0.008065548,0.0055714827,-5.037084E-4,-0.019051105,-0.9998028
5618273936672837,0.022618368,-0.0028980188,-0.008039359,0.005579,-4.8693363E-4,-0.019090503,-0.999802
5618273970265225,0.02243325,-0.0027909265,-0.007975983,0.005586377,-4.531457E-4,-0.019167393,-0.99980044
5618274003851225,0.022483617,-0.0028010146,-0.007946846,0.00558911,-4.61851E-4,-0.01923126,-0.9997993
5618274037438225,0.022537982,-0.0028256765,-0.007920023,0.005603906,-4.6670786E-4,-0.019259572,-0.99979866
5618274071033726,0.022352273,-0.002747314,-0.007981888,0.0055876942,-4.514882E-4,-0.019309372,-0.9997977
5618274104619726,0.022378154,-0.0027628192,-0.007955814,0.0055816397,-4.5656902E-4,-0.019323677,-0.99979746
5618274138205726,0.022403454,-0.0027844156,-0.007930272,0.0055958712,-4.898447E-4,-0.019357264,-0.9997968
5618274171797915,0.022267196,-0.0028025256,-0.007888893,0.005587008,-4.5636832E-4,-0.01939547,-0.99979615
5618274205383915,0.022276774,-0.0028224397,-0.007858457,0.0055520674,-4.4494984E-4,-0.019391656,-0.9997964
5618274238969915,0.022286413,-0.0028497176,-0.007835262,0.0055324873,-4.6573137E-4,-0.019426882,-0.99979585
5618274272553558,0.02221849,-0.0028904707,-0.007856773,0.005543932,-4.4967607E-4,-0.019475877,-0.9997948
5618274306139558,0.022208126,-0.002915827,-0.007831965,0.00556099,-4.5227678E-4,-0.019503772,-0.9997942
5618274339725558,0.02219975,-0.0029463563,-0.007805726,0.005536084,-4.5105605E-4,-0.019528836,-0.99979377
5618274373311558,0.022183463,-0.0029813582,-0.0077788546,0.0055385963,-4.6206824E-4,-0.01953578,-0.99979365
5618274406897647,0.022095766,-0.0029278612,-0.007915839,0.0055267178,-4.620056E-4,-0.019634485,-0.99979186
5618274440483647,0.022058394,-0.002951691,-0.007898412,0.005506566,-4.816032E-4,-0.019673407,-0.9997912
5618274474067475,0.022112299,-0.0029584365,-0.008044167,0.0055320538,-4.463629E-4,-0.019644737,-0.9997916
5618274507653475,0.022075485,-0.0029834267,-0.008030408,0.0055637155,-4.3802173E-4,-0.019691467,-0.99979055
5618274541239475,0.02203228,-0.003019436,-0.008018009,0.005574751,-4.4439826E-4,-0.019690424,-0.99979043
5618274574825475,0.021982275,-0.0030619176,-0.008008528,0.0055677304,-4.358308E-4,-0.019660503,-0.99979115
5618274608408054,0.022030408,-0.0028515062,-0.008269848,0.005585365,-4.31268E-4,-0.019587725,-0.99979246
5618274641995054,0.021980006,-0.0028722868,-0.008280623,0.0055654617,-4.4830632E-4,-0.01957202,-0.9997928
5618274675577901,0.022054905,-0.002823411,-0.008374229,0.005594479,-4.222684E-4,-0.0195795,-0.99979234
5618274709163901,0.02201452,-0.0028343494,-0.00839091,0.0056151594,-4.476118E-4,-0.019623667,-0.9997916
5618274742749901,0.021968197,-0.0028571086,-0.008411713,0.0056002806,-4.6812277E-4,-0.019629419,-0.99979156
5618274776331983,0.022067858,-0.0027910355,-0.00849232,0.005645385,-4.1437638E-4,-0.019561797,-0.9997926
5618274809918983,0.02204924,-0.0027950113,-0.008516965,0.0056417873,-3.9967336E-4,-0.019602865,-0.99979174
5618274843504983,0.022020146,-0.0028070803,-0.008544314,0.0056245546,-3.8547907E-4,-0.019627422,-0.9997914
5618274877102770,0.021990074,-0.0027270564,-0.008512334,0.0056678043,-3.5381783E-4,-0.019604713,-0.9997916
5618274910688770,0.02195166,-0.0027281372,-0.008529624,0.0056814724,-3.4657912E-4,-0.019606948,-0.9997915
5618274944274770,0.021910243,-0.0027372078,-0.008549002,0.0056801955,-3.5010977E-4,-0.019644946,-0.9997908
5618274977851889,0.022015546,-0.0028670684,-0.008231943,0.0056489175,-3.7650578E-4,-0.019669741,-0.99979043
5618275011437889,0.021975677,-0.0028833668,-0.008218662,0.005667682,-3.6922656E-4,-0.019747764,-0.99978876
5618275045024889,0.02193037,-0.0029054934,-0.008206948,0.0056616142,-3.7835818E-4,-0.019785374,-0.99978805
5618275078609934,0.021968015,-0.0029261315,-0.008063967,0.005663125,-3.5232492E-4,-0.019793063,-0.99978805
5618275112195934,0.02193458,-0.0029403402,-0.008032769,0.005646134,-3.5545602E-4,-0.019765556,-0.9997886
5618275145781934,0.021897566,-0.0029577136,-0.008003335,0.0056594266,-3.5947328E-4,-0.01980859,-0.9997876
5618275179368934,0.021852866,-0.0029863203,-0.007978384,0.0056403363,-3.4699077E-4,-0.019809484,-0.9997877
5618275212953604,0.021921083,-0.002884236,-0.007939292,0.0055972748,-3.3336505E-4,-0.019784987,-0.99978846
5618275246539604,0.021881945,-0.0028939983,-0.007903709,0.0056223017,-3.474853E-4,-0.019816667,-0.9997878
5618275280121956,0.021926424,-0.0028955885,-0.0079594925,0.0056446665,-3.5304995E-4,-0.019769937,-0.9997885
5618275313707956,0.021890374,-0.0029047513,-0.0079238275,0.0056442097,-3.412657E-4,-0.019802362,-0.9997879
5618275347293956,0.021845287,-0.0029291068,-0.0078926645,0.005627949,-3.5627116E-4,-0.019812793,-0.9997877
5618275380877246,0.021787582,-0.0028293494,-0.00792744,0.005642893,-3.2451167E-4,-0.019781947,-0.9997884
5618275414464246,0.02173921,-0.002840638,-0.007913257,0.005649254,-3.2075215E-4,-0.019758701,-0.99978876
5618275448050246,0.02169053,-0.0028572446,-0.007913904,0.005658867,-3.3741747E-4,-0.01976499,-0.9997885
5618275481632032,0.02174182,-0.0027899724,-0.007920061,0.005685049,-3.0580186E-4,-0.01976803,-0.9997883
5618275515218032,0.02171097,-0.0027973799,-0.007915916,0.00572195,-2.9651937E-4,-0.019783288,-0.9997878
5618275548804032,0.021675356,-0.0028192662,-0.00791649,0.0057503767,-3.0098693E-4,-0.019796014,-0.99978745
5618275582389351,0.021668684,-0.002654677,-0.008170782,0.005764775,-2.5325734E-4,-0.019752055,-0.9997883
5618275615975351,0.021637883,-0.0026557115,-0.008206727,0.005781618,-2.6191515E-4,-0.019722223,-0.99978876
5618275649562351,0.021603074,-0.0026732348,-0.008249572,0.005805688,-2.758319E-4,-0.019604325,-0.9997909
5618275683150407,0.021663861,-0.0025185733,-0.0083659375,0.0058197323,-2.2774027E-4,-0.019554228,-0.99979174
5618275716736407,0.021654729,-0.002510103,-0.008415621,0.005833422,-2.1985709E-4,-0.019452333,-0.99979377
5618275750322407,0.021653112,-0.0024997748,-0.008476628,0.00579866,-2.2193627E-4,-0.01943323,-0.99979424
5618275783904159,0.021857068,-0.002606295,-0.008190033,0.0057659363,-2.600348E-4,-0.019421428,-0.9997946
5618275817491159,0.021903787,-0.0025955867,-0.008223931,0.005764543,-2.6099966E-4,-0.019413978,-0.99979484
5618275851076159,0.02195594,-0.0025907215,-0.0082702115,0.0057752263,-2.5497098E-4,-0.019385546,-0.9997953
5618275884661463,0.02195131,-0.0026061493,-0.008140198,0.005788198,-2.4681631E-4,-0.0194377,-0.99979424
5618275918247463,0.022009173,-0.0025932426,-0.008170214,0.0058103614,-2.5119027E-4,-0.01949504,-0.99979305
5618275951833463,0.022073265,-0.0025827112,-0.00820656,0.0058170157,-2.5149598E-4,-0.019523412,-0.99979246
5618275985419463,0.022137921,-0.0025774008,-0.008244913,0.005829746,-2.4145469E-4,-0.019576967,-0.9997913
5618276019005563,0.022073517,-0.0025377371,-0.008240089,0.005842791,-2.473162E-4,-0.019634753,-0.9997901
5618276052592563,0.022127096,-0.0025271017,-0.008277386,0.005867577,-2.4292781E-4,-0.01963985,-0.99978983
5618276086177635,0.022001103,-0.0025139293,-0.008274038,0.005887313,-2.563435E-4,-0.019727916,-0.9997879
5618276119763635,0.02203468,-0.0024955866,-0.008307165,0.0058905394,-2.618758E-4,-0.019727558,-0.9997879
5618276153349635,0.022064483,-0.0024825754,-0.008344566,0.0059001893,-2.6678247E-4,-0.019742906,-0.9997876
5618276186941884,0.021992054,-0.0025839412,-0.0082950005,0.0058251107,-2.9229722E-4,-0.019717246,-0.9997885
5618276220527884,0.022004055,-0.0025615338,-0.008335838,0.0058444194,-3.0803634E-4,-0.019709557,-0.9997885
5618276254113884,0.022016572,-0.0025480408,-0.008389526,0.005896291,-3.0994602E-4,-0.019729078,-0.99978787
5618276287701636,0.021962153,-0.00242473,-0.008439612,0.0059176628,-3.081998E-4,-0.019684076,-0.99978864
5618276321287636,0.021957593,-0.002388109,-0.008512802,0.0059109535,-3.1613326E-4,-0.019663543,-0.9997891
5618276354873636,0.021944998,-0.0023549981,-0.008590755,0.0059266277,-3.1054602E-4,-0.019655764,-0.99978906
5618276388458826,0.021778926,-0.0023831092,-0.008466471,0.0058929008,-2.8280495E-4,-0.019599766,-0.99979043
5618276422045826,0.02174669,-0.0023517103,-0.008540949,0.005939691,-2.8044637E-4,-0.019633025,-0.9997895
5618276455630826,0.021704314,-0.0023292394,-0.008626651,0.0059612263,-2.8396468E-4,-0.019614667,-0.9997897
5618276489225520,0.021715652,-0.0022908933,-0.008515378,0.0060093096,-2.1347986E-4,-0.019521683,-0.99979126
5618276522812520,0.021691514,-0.002259681,-0.008596304,0.0060260473,-2.2821873E-4,-0.019521981,-0.99979126
5618276556398520,0.021666896,-0.0022365071,-0.00868704,0.0060171,-2.349841E-4,-0.019502938,-0.9997917
