Timestamp,Ax,Ay,Az,Gx,Gy,Gz
1834762016799816,0.1893143206834793,9.50551700592041,-0.06454767286777496,0.033510319888591766,-0.0771959125995636,0.017784904688596725
1834762020799816,0.24864263832569122,9.512441635131836,-0.09157342463731766,0.027454029768705368,-0.07815584540367126,0.016231561079621315
1834762022799816,0.26419538259506226,9.529468536376953,-0.08963891118764877,0.026912976056337357,-0.076619952917099,0.014870204962790012
1834762024799816,0.30009880661964417,9.537015914916992,-0.10092038661241531,0.022444933652877808,-0.07613126188516617,0.010873401537537575
1834762026799816,0.32037293910980225,9.547693252563477,-0.09866983443498611,0.01776745170354843,-0.07738789916038513,0.0076445420272648335
1834762028801379,0.3511240482330322,9.555469512939453,-0.09743443131446838,0.013892821036279202,-0.07983136177062988,0.005096361506730318
1834762030806066,0.3551846146583557,9.568943977355957,-0.08262868970632553,0.010716321878135204,-0.07986626774072647,0.002007128670811653
1834762032799816,0.36405274271965027,9.568321228027344,-0.07444052398204803,0.005794493015855551,-0.07899360358715057,-0.0010471974965184927
1834762034801379,0.38284245133399963,9.57288932800293,-0.044800300151109695,0.0017976891249418259,-0.07703883200883865,-0.0050090947188436985
1834762036799816,0.38415443897247314,9.545672416687012,-0.030933085829019547,6.457717972807586E-4,-0.07276277989149094,-0.009721484035253525
1834762038807629,0.3881288170814514,9.531498908996582,-0.030961817130446434,-0.002007128670811653,-0.06757915019989014,-0.01392772700637579
1834762040799816,0.39476555585861206,9.546314239501953,-0.007766790222376585,-0.007260569836944342,-0.06314601004123688,-0.01186823844909668
1834762042799816,0.4074835479259491,9.542205810546875,0.003983951639384031,-0.00874409917742014,-0.05967280641198158,-0.013229595497250557
1834762044799816,0.40885302424430847,9.536067008972168,0.018377890810370445,-0.010995574295520782,-0.05672319978475571,-0.020804325118660927
1834762046804504,0.40222588181495667,9.542387962341309,0.022170307114720345,-0.01665044017136097,-0.05190609022974968,-0.020176006481051445
1834762050799816,0.38838738203048706,9.550010681152344,0.04362235590815544,-0.022794000804424286,-0.04656538367271423,-0.025830872356891632
1834762054799816,0.3520530164241791,9.558257102966309,0.03357628732919693,-0.026947883889079094,-0.03824016451835632,-0.026563910767436028
1834762052799816,0.3699711859226227,9.552204132080078,0.05665638670325279,-0.024748768657445908,-0.04164355620741844,-0.025132741779088974
1834762048799816,0.40008068084716797,9.548755645751953,0.02931460551917553,-0.020717058330774307,-0.04916592314839363,-0.020751964300870895
1834762056799816,0.34550246596336365,9.570745468139648,0.016500838100910187,-0.02776818908751011,-0.03621558099985123,-0.032096605747938156
1834762058809191,0.33268868923187256,9.57763957977295,0.0012066776398569345,-0.0293738916516304,-0.036075957119464874,-0.031014500185847282
1834762060857629,0.33106064796447754,9.586661338806152,0.0063685765489935875,-0.028099801391363144,-0.03960151970386505,-0.027174776419997215
1834762062799816,0.31505781412124634,9.585789680480957,0.006119579542428255,-0.030455995351076126,-0.04438372328877449,-0.026110125705599785
1834762064799816,0.30417853593826294,9.584219932556152,0.0019823990296572447,-0.032847095280885696,-0.04682718217372894,-0.0270700566470623
1834762066799816,0.2979632019996643,9.584716796875,0.010457873344421387,-0.03136356547474861,-0.05077162757515907,-0.02905973233282566
1834762068802941,0.2763291895389557,9.575618743896484,-0.01742021180689335,-0.030019663274288177,-0.05546656250953674,-0.02857103943824768
1834762070799816,0.25879403948783875,9.558697700500488,-0.007900865748524666,-0.027838001027703285,-0.0587652362883091,-0.027122415602207184
1834762072799816,0.2486809343099594,9.53827953338623,0.0029879636131227016,-0.026110125705599785,-0.061941735446453094,-0.025185100734233856
1834762074807629,0.2384050339460373,9.526710510253906,0.0012641384964808822,-0.023753931745886803,-0.06447245925664902,-0.02241002768278122
1834762076799816,0.21808303892612457,9.523856163024902,0.005803545005619526,-0.02223549410700798,-0.06544984877109528,-0.02099631167948246
1834762078799816,0.19717687368392944,9.503726959228516,0.012028468772768974,-0.020874137058854103,-0.06504841893911362,-0.017261305823922157
