Timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
2172933271784546,0.2739905,-0.6137446,0.03857884,-0.0016685463,0.0146991685,-0.0030052662,-0.99988604
2172933305370546,0.2738682,-0.61307245,0.038519606,-0.0031141867,0.014589164,-0.0036141574,-0.9998821
2172933338956546,0.2737832,-0.6122971,0.038397815,-0.003338614,0.014193434,-0.002951324,-0.9998893
2172933372481159,0.2729375,-0.61318904,0.036115088,-0.0031729494,0.014198532,-0.0027484894,-0.9998903
2172933406067159,0.27263936,-0.6130491,0.035754077,-0.002968811,0.014268305,-0.0026759803,-0.9998901
2172933439654159,0.2722251,-0.61305535,0.035242237,-0.0021467935,0.014299355,-0.0025445223,-0.9998921
2172933473208906,0.2729651,-0.61982435,0.031239182,-0.0014111372,0.014424407,-0.0028052032,-0.9998909
2172933506794906,0.27256653,-0.61998004,0.030888736,-0.0011469843,0.014359136,-0.00316149,-0.9998912
2172933540380906,0.27208012,-0.61997694,0.030679606,-0.0013065655,0.01400933,-0.00341928,-0.9998951
2172933573964617,0.27161324,-0.62140906,0.029375557,-0.0013286253,0.013620192,-0.0035652816,-0.99989986
2172933607551617,0.27119002,-0.6215754,0.028765775,-9.1653643E-4,0.013610542,-0.0036169589,-0.99990034
2172933641136617,0.27039668,-0.62191623,0.02780852,-6.186804E-4,0.013481787,-0.0042161047,-0.9999
2172933674700072,0.2694363,-0.62481946,0.025054812,1.8142769E-4,0.013412142,-0.0043064654,-0.9999007
2172933708286072,0.26835117,-0.62567914,0.022750646,0.0012539583,0.012931889,-0.004531473,-0.9999052
2172933741872072,0.26678944,-0.6267518,0.019538427,0.0023893085,0.01359502,-0.005334109,-0.99989045
2172933775497998,0.2655806,-0.6285922,0.014359655,0.0038681105,0.014115667,-0.004974693,-0.99988043
2172933809083998,0.26419368,-0.6290072,0.010617523,0.004688825,0.013738178,-0.0038600564,-0.99988717
2172933842670998,0.26234794,-0.6294677,0.006683618,0.004241392,0.013739139,-0.0035472214,-0.9998903
2172933876252302,0.2602301,-0.6313464,0.001269144,0.0047187377,0.01374523,-0.0034852028,-0.9998883
2172933909838302,0.25782764,-0.63295007,-0.004488135,0.0052009383,0.014102311,-0.004023075,-0.9998789
2172933943424302,0.2552316,-0.6348823,-0.010841344,0.005024637,0.014179706,-0.004900396,-0.9998748
2172933976956330,0.2533134,-0.63807154,-0.018143304,0.0044660433,0.013392901,-0.0057053566,-0.999884
2172934010542330,0.25091758,-0.64021,-0.027179405,0.006699824,0.012673321,-0.0065971017,-0.9998755
2172934044128330,0.24857283,-0.6419095,-0.03776674,0.010334632,0.0122530805,-0.0080856085,-0.9998387
2172934077805622,0.2475246,-0.64343256,-0.050817396,0.014265826,0.0109785665,-0.009226114,-0.99979544
2172934111391622,0.24637102,-0.6440769,-0.06335281,0.017256353,0.010082787,-0.010374546,-0.99974644
2172934144977622,0.24596383,-0.6448715,-0.07733925,0.01961581,0.01011052,-0.0106701255,-0.99969953
2172934178628197,0.24694477,-0.6473234,-0.09206858,0.021712482,0.010368198,-0.009663194,-0.9996637
2172934212215197,0.24783233,-0.6500105,-0.10932313,0.023750784,0.011253422,-0.008622885,-0.99961734
2172934245801197,0.24911083,-0.6539102,-0.12837455,0.025927648,0.012879927,-0.0074371994,-0.9995531
2172934279386197,0.25196412,-0.66107905,-0.14916933,0.029030852,0.013911229,-0.0058601797,-0.9994644
2172934312952533,0.25420505,-0.6666853,-0.17128743,0.031258397,0.015175301,-0.004710585,-0.999385
2172934346538533,0.2569318,-0.67265415,-0.19481416,0.032955885,0.015929604,-0.003228724,-0.9993246
2172934380121482,0.26016617,-0.68034655,-0.2188348,0.0335527,0.016593669,-0.0014662147,-0.99929804
2172934413707482,0.26422638,-0.6864886,-0.245417,0.032557413,0.017581258,7.737279E-4,-0.99931484
2172934447294482,0.26906824,-0.69250953,-0.2740915,0.031076545,0.019079326,0.0037843287,-0.99932766
