Timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
2172746062080016,0.027416844,0.018043434,0.094266586,0.037273306,0.014277187,1.1253357E-4,-0.999203
2172746095666016,0.027409367,0.018351022,0.09390841,0.03597226,0.013966383,-6.2951446E-4,-0.99925494
2172746129251060,0.027736057,0.018633058,0.09369543,0.03466795,0.013242781,-0.001411438,-0.99931014
2172746162837060,0.028440356,0.018896876,0.09295834,0.03470664,0.012700722,-1.3247132E-4,-0.9993168
2172746196424060,0.029185612,0.019065134,0.091780506,0.0349271,0.013253367,0.0010097325,-0.99930143
2172746230010060,0.029698137,0.018964173,0.09040383,0.03487763,0.013136395,0.001290232,-0.9993044
2172746263611381,0.030836292,0.01838194,0.08919888,0.034973986,0.012712696,0.0011523366,-0.9993066
2172746297197381,0.031358797,0.01808497,0.08761513,0.035178993,0.012657531,6.992817E-4,-0.99930054
2172746330783381,0.03196603,0.017903728,0.08603479,0.035016563,0.01216469,1.5223026E-4,-0.99931264
2172746364379747,0.033025328,0.01874582,0.085802585,0.03509796,0.011161294,3.25799E-4,-0.9993214
2172746397965747,0.0342011,0.018804017,0.08410846,0.03488899,0.010119731,6.2823296E-4,-0.9993397
2172746431552747,0.03520575,0.018782806,0.08217939,0.03390407,0.010116664,4.2527914E-5,-0.9993738
2172746465149374,0.036427524,0.020753149,0.08139806,0.03336431,0.011540573,-3.6352873E-4,-0.9993765
2172746498735374,0.03809374,0.020131584,0.07815835,0.033765644,0.013802124,-8.1181526E-5,-0.99933445
2172746532321374,0.040250562,0.019488435,0.07437075,0.03536916,0.0154211,0.0014773905,-0.9992542
2172746565834056,0.042868197,0.019649163,0.07195924,0.03570876,0.015252308,0.0026707947,-0.9992423
2172746599420056,0.045166396,0.019509751,0.06853496,0.03546626,0.014425522,0.0034932494,-0.9992606
2172746633006056,0.047351874,0.019483734,0.064655885,0.035817426,0.01331313,0.004358381,-0.99926007
2172746666607062,0.04965144,0.019791001,0.062321384,0.035473805,0.010343347,0.0056120157,-0.9993013
2172746700193062,0.052013487,0.019324174,0.058166374,0.034444794,0.0068144314,0.006511122,-0.9993621
2172746733779062,0.05410181,0.018146269,0.052899506,0.033752114,0.0048786867,0.0064758956,-0.99939716
2172746767512073,0.056143895,0.016179435,0.047402244,0.0345772,0.0037211236,0.0066796243,-0.9993727
2172746801098073,0.058244027,0.014264414,0.039973784,0.036742903,0.002201924,0.007882804,-0.9992912
2172746834685073,0.06005162,0.012208803,0.031641964,0.039732195,0.0013807472,0.008871108,-0.99917006
2172746868199585,0.0617193,0.010909168,0.02388424,0.043248903,6.7136064E-4,0.009680152,-0.9990171
2172746901786585,0.06296288,0.00919787,0.01373928,0.047767203,4.4703484E-7,0.010655463,-0.99880165
2172746935372585,0.06396583,0.00785787,0.002880828,0.051822588,-0.0014585089,0.011506408,-0.9985889
2172746968958585,0.06480351,0.00640677,-0.008717805,0.05461532,-0.0038025174,0.011615276,-0.99843264
2172747002547980,0.06757171,0.005380575,-0.020029735,0.055998042,-0.0058938954,0.011076152,-0.998352
